success,trial_type,trial_index,time_elapsed,internal_node_id,line_1,line_2,line_3,rt,phase,first_stage,last_stage,show_money_val,p_o1,safe_val,o1_val,o2_val,o1_image,o2_image,safe_image,choice_image,key_press_num,choice,accept,outcome_reached,points_received,choice_number,correct_image,correct_name,use_image,use_outcome,correct,key,p_o1_c1,p_o1_c2,chosen_side,chosen_machine,outcome_im,points_recieved,correct_response,C1,C2
,evan-two-stim-choice,81,363415,0.0-81.0,,,,1676.69,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,1,,,,,,,,,0.2,0.8,1,2,Stimuli/MEG_Stimuli/intermediate/In01.png,10,TRUE,1,4
,evan-display-text,82,371306,0.0-82.0,You'll now play the MARBLES slot machine.,"For each game, press 1 to play the machine.",Please pay attention! There will be checks.,7889.33,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-run-trial,83,374458,0.0-83.0,,,,933.6850001,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,2,10,2,,,,,,,,,,,,,,,
,evan-run-trial,84,377110,0.0-84.0,,,,420.9050001,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,1,10,2,,,,,,,,,,,,,,,
,evan-info-quiz,85,379406,0.0-85.0,,,,1792.28,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In01.png,WALLET,TRUE,TRUE,1,49,,,,,,,,,
,evan-run-trial,86,381965,0.0-86.0,,,,321.1099999,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,2,10,2,,,,,,,,,,,,,,,
,evan-run-trial,87,384466,0.0-87.0,,,,274.8050001,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,2,10,2,,,,,,,,,,,,,,,
,evan-info-quiz,88,385902,0.0-88.0,,,,932.67,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In02.png,SCISSORS,TRUE,TRUE,1,51,,,,,,,,,
,evan-run-trial,89,388387,0.0-89.0,,,,258.7549998,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,2,10,2,,,,,,,,,,,,,,,
,evan-run-trial,90,390906,0.0-90.0,,,,268.8799999,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,1,10,2,,,,,,,,,,,,,,,
,evan-run-trial,91,393407,0.0-91.0,,,,263.1050004,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,2,10,2,,,,,,,,,,,,,,,
,evan-info-quiz,92,395182,0.0-92.0,,,,1270.55,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In05.png,MARBLES,TRUE,FALSE,1,52,,,,,,,,,
,evan-run-trial,93,397793,0.0-93.0,,,,370.6450001,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,2,10,2,,,,,,,,,,,,,,,
,evan-run-trial,94,400162,0.0-94.0,,,,143.3999999,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,1,10,2,,,,,,,,,,,,,,,
,evan-run-trial,95,402782,0.0-95.0,,,,383.2450002,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,1,10,2,,,,,,,,,,,,,,,
,evan-display-text,96,405769,0.0-96.0,You'll now play the KEY slot machine.,"For each game, press 1 to play the machine.",Please pay attention! There will be checks.,2986.275,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-run-trial,97,408370,0.0-97.0,,,,358.9300001,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,98,410839,0.0-98.0,,,,222.6650002,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,99,413374,0.0-99.0,,,,298.0050002,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,100,415910,0.0-100.0,,,,290.9049997,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,101,418428,0.0-101.0,,,,266.6699998,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,102,420997,0.0-102.0,,,,323.0599998,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,103,423417,0.0-103.0,,,,187.285,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-info-quiz,104,424943,0.0-104.0,,,,1022.265,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In04.png,KEY,FALSE,FALSE,1,51,,,,,,,,,
,evan-run-trial,105,427586,0.0-105.0,,,,400.1500001,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,1,10,1,,,,,,,,,,,,,,,
,evan-run-trial,106,430055,0.0-106.0,,,,220.6899999,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-info-quiz,107,431343,0.0-107.0,,,,782.7899996,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In04.png,KEY,TRUE,FALSE,1,49,,,,,,,,,
,evan-run-trial,108,433942,0.0-108.0,,,,352.9400001,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,1,10,1,,,,,,,,,,,,,,,
,evan-display-text,109,437306,0.0-109.0,You'll now make some choices between the KEY and the MARBLES machines to earn points!,Press 1 to select the LEFT machine and 2 to select the RIGHT machine.,"Before each choice, you'll be shown the number of points for each banknote. Pay attention!",3361.94,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-two-stim-choice,110,446670,0.0-110.0,,,,2469.02,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.2,0.4,2,1,Stimuli/MEG_Stimuli/intermediate/In01.png,-10,TRUE,1,2
,evan-two-stim-choice,111,454242,0.0-111.0,,,,663.2999997,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.2,0.4,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,1,2
,evan-two-stim-choice,112,463649,0.0-112.0,,,,2512.685,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.2,0.4,1,2,Stimuli/MEG_Stimuli/intermediate/In02.png,-10,TRUE,1,2
,evan-two-stim-choice,113,472241,0.0-113.0,,,,1698.03,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.2,0.4,2,2,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,1,2
,evan-two-stim-choice,114,479746,0.0-114.0,,,,593.7350001,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.2,0.4,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,1,2
,evan-two-stim-choice,115,490172,0.0-115.0,,,,3503.895,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.2,0.4,2,1,Stimuli/MEG_Stimuli/intermediate/In01.png,-10,TRUE,1,2
,evan-two-stim-choice,116,498129,0.0-116.0,,,,1062.045,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.2,0.4,1,2,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,1,2
,evan-two-stim-choice,117,509072,0.0-117.0,,,,4034.905,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.2,0.4,1,2,Stimuli/MEG_Stimuli/intermediate/In02.png,-10,TRUE,1,2
,evan-two-stim-choice,118,516845,0.0-118.0,,,,836.1249999,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.2,0.4,1,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,1,2
,evan-two-stim-choice,119,524270,0.0-119.0,,,,518.0199998,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.2,0.4,2,2,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,1,2
,evan-two-stim-choice,120,532075,0.0-120.0,,,,887.1249999,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.2,0.4,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,1,2
,evan-two-stim-choice,121,539699,0.0-121.0,,,,728.9450001,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.2,0.4,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,1,2
,evan-display-text,122,548298,0.0-122.0,You'll now play the ZEBRA slot machine.,"For each game, press 1 to play the machine.",Please pay attention! There will be checks.,8597.355,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-run-trial,123,551175,0.0-123.0,,,,631.1149998,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,124,553761,0.0-124.0,,,,328.77,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,125,556280,0.0-125.0,,,,271.6349997,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,126,558781,0.0-126.0,,,,248.4749998,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,2,10,4,,,,,,,,,,,,,,,
,evan-run-trial,127,561250,0.0-127.0,,,,227.0150003,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,128,563752,0.0-128.0,,,,270.0450001,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,129,566288,0.0-129.0,,,,280.2900001,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,130,568757,0.0-130.0,,,,225.5200003,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,2,10,4,,,,,,,,,,,,,,,
,evan-info-quiz,131,570816,0.0-131.0,,,,1553.655,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In02.png,SCISSORS,TRUE,TRUE,1,51,,,,,,,,,
,evan-run-trial,132,573361,0.0-132.0,,,,289.2099996,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-info-quiz,133,575151,0.0-133.0,,,,1285.75,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In07.png,ZEBRA,TRUE,FALSE,1,50,,,,,,,,,
,evan-run-trial,134,578065,0.0-134.0,,,,673.6100004,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-display-text,135,585130,0.0-135.0,You'll now play the BARRELL slot machine.,"For each game, press 1 to play the machine.",Please pay attention! There will be checks.,7063.265,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-run-trial,136,588089,0.0-136.0,,,,726.7200002,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-run-trial,137,590626,0.0-137.0,,,,279.5000002,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,2,10,3,,,,,,,,,,,,,,,
,evan-run-trial,138,593111,0.0-138.0,,,,237.3799998,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-run-trial,139,595578,0.0-139.0,,,,218.5149998,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-run-trial,140,598048,0.0-140.0,,,,230.5699997,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-run-trial,141,600534,0.0-141.0,,,,257.0849997,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,2,10,3,,,,,,,,,,,,,,,
,evan-run-trial,142,603103,0.0-142.0,,,,314.2400002,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,2,10,3,,,,,,,,,,,,,,,
,evan-run-trial,143,605588,0.0-143.0,,,,240.3249997,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,2,10,3,,,,,,,,,,,,,,,
,evan-run-trial,144,608123,0.0-144.0,,,,301.1850002,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-run-trial,145,610593,0.0-145.0,,,,213.4500002,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-display-text,146,615513,0.0-146.0,You'll now make some choices between the BARRELL and the ZEBRA machines to earn points!,Press 1 to select the LEFT machine and 2 to select the RIGHT machine.,"Before each choice, you'll be shown the number of points for each banknote. Pay attention!",4919.365,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-two-stim-choice,147,623353,0.0-147.0,,,,953.5349999,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.6,0.8,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,10,TRUE,3,4
,evan-two-stim-choice,148,631644,0.0-148.0,,,,1371.845,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,1,,,,,,,,,0.6,0.8,1,1,Stimuli/MEG_Stimuli/intermediate/In01.png,-10,TRUE,3,4
,evan-two-stim-choice,149,641084,0.0-149.0,,,,2519.71,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.6,0.8,1,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,3,4
,evan-two-stim-choice,150,652878,0.0-150.0,,,,4901.65,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.6,0.8,2,1,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,3,4
,evan-two-stim-choice,151,662052,0.0-151.0,,,,2260.835,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,1,,,,,,,,,0.6,0.8,1,1,Stimuli/MEG_Stimuli/intermediate/In01.png,-10,TRUE,3,4
,evan-two-stim-choice,152,669507,0.0-152.0,,,,542.5550002,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.6,0.8,2,2,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,3,4
,evan-two-stim-choice,153,678150,0.0-153.0,,,,1726.175,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.6,0.8,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,3,4
,evan-two-stim-choice,154,686507,0.0-154.0,,,,1421.345,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.6,0.8,2,1,Stimuli/MEG_Stimuli/intermediate/In01.png,-10,TRUE,3,4
,evan-two-stim-choice,155,695015,0.0-155.0,,,,1611.62,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.6,0.8,2,1,Stimuli/MEG_Stimuli/intermediate/In01.png,10,FALSE,3,4
,evan-two-stim-choice,156,703055,0.0-156.0,,,,1100.905,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.6,0.8,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,-10,FALSE,3,4
,evan-two-stim-choice,157,710527,0.0-157.0,,,,565.0149998,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.6,0.8,1,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,3,4
,evan-two-stim-choice,158,719002,0.0-158.0,,,,1572.99,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.6,0.8,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,3,4
,evan-display-text,159,721610,0.0-159.0,You'll now play the MARBLES slot machine.,"For each game, press 1 to play the machine.",Please pay attention! There will be checks.,2606.675,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-run-trial,160,724622,0.0-160.0,,,,758.8249999,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In05.png,49,1,,2,10,2,,,,,,,,,,,,,,,
